PC1,PC2
-0.11620817816568063,-0.13758141843346763
0.43751721746361255,-0.3043245378696088
-0.5237237245308229,-0.024664170016785187
-0.28671667615326496,0.31919354652491966
-0.47264818748079784,0.11173924999615478
0.010631389452363138,-0.17277393325069967
-0.686852036678072,-0.05520926029409031
0.4171001367081336,0.2686045608513912
-0.5503449164168162,-0.11649052077209217
0.16659187413303045,-0.06376609926916475
0.1945178346330252,0.2419430936960855
-0.37656658241992225,0.011920805219701886
-0.23063152650687208,0.004715580309632911
-0.4538486800655316,-0.003764847183733417
0.6537568120542728,-0.12395497490824074
-0.6322756469471857,-0.1093689639031001
0.09723687386738768,-0.16464191713596193
-0.2389831265123609,0.07887129608524175
0.001359586632483381,0.0009478683830850834
-0.7532456345886488,-0.04055502186317375
0.23859037987846526,0.07104167794746956
0.023346831218695994,-0.1270933725798406
0.3296866658626876,-0.12664742979185342
0.4166212016084162,-0.04369780415889017
0.20897599518598994,0.5020307613065355
0.6755079832173063,-0.16455573617183647
0.29099987626472096,0.03301820559260527
-0.4974968675436208,-0.0934892858044616
-0.5244627230946446,-0.18125116236501396
-0.38587205997586344,0.037049498527011324
0.9531145473517387,-0.20399143646841203
0.0988168804227737,-0.13985917968917042
1.0321233528683893,-0.1369502388307501
0.6280629214455443,-0.0677971029622219
0.21136747823374238,-0.10661423317101695
0.20391196887877186,-0.18003320194887212
-0.23486694061345112,0.1108085302856575
0.6609017231294244,0.040773558908430596
0.12204016136780599,0.04169633911768414
0.5645306584298418,-0.32414467472025327
-0.7081592004154955,0.01160063274077219
-0.3991358269265575,-0.08937805730375532
-0.23738947259584986,0.0343696891488001
0.26544705851339206,-0.10398154873383719
0.043560760218391115,0.26603988295632436
0.9226066499726056,-0.09975606500122268
-0.19262896310850797,0.21205828522495795
-0.05593855505817845,0.007443839720856367
-0.024589487723760742,-0.13891377939877667
-0.39010135209112906,-0.11146555617628633
-0.44717646921026466,-0.14458914087556646
0.26133869337401266,0.12936345772386235
-0.4003367204952585,0.07355243854647393
-0.5121247652722256,0.16504866946756344
-0.27389536534104497,0.0066348593733525545
-0.036171586248044035,0.03281948086994348
0.3739830135788393,-0.03506665174791681
-0.2278613891133596,-0.09711682127167073
0.20884178333792855,-0.11282848238621908
-0.09047534457194344,-0.06289307050928757
-0.25217417636578465,-0.09480169041201941
0.3883828789922048,-0.06544823346153941
0.9815819912718451,-0.10625227802188422
-0.15450578337226045,0.13985891167874864
0.2578841126241166,0.03528808504905195
-0.09002678556845727,-0.21269353893039095
0.09745831344080672,-0.026688476396514876
0.03664988581705945,-0.024255669067313627
0.28086519694373996,0.12913234889232675
-0.5528455903575792,-0.06992101740263106
0.10117322249194498,0.09536023778615542
-0.1026833421336253,-0.005488890687287827
0.5327160114827848,0.10424704965390837
-0.05512473422570943,0.014495451352376223
-0.20440466091910062,-0.06939880463439298
-0.13986671452089713,-0.25560180063308624
-0.4321871790187484,-0.04009974656679243
-0.0028231538651549187,-0.027124670429905285
-0.0924811946003553,-0.07614708212767718
0.07831299336285177,-0.13643360987387987
0.018488597952474865,-0.06127285386122244
0.13952562156318968,-0.03377804806191858
-0.12936160797462845,-0.0004183161225034043
-0.45595376057622367,0.060112548874391054
1.153170520963062,0.14506768599318984
0.252791448322818,-0.09364415640397367
-0.5051316790252242,-0.11648740796244121
-0.21570919809362402,-0.4194825310354381
-0.618923886719195,-0.08611879852217293
-0.32074342669644224,-0.10903463020561945
-0.11576895164621585,-0.1585516701535985
0.9316556205823036,0.06941127646793181
-0.3759448349192989,-0.0008684658159659943
-0.08566631287872123,0.021089490007717506
0.1223014085068111,-0.0009207379092877564
0.2956335017276967,-0.12681677526466925
-0.11595025963101832,-0.12631185566607278
1.2455911619717654,0.1292112691509183
-0.639555929084872,0.14911624651457095
0.0012816257420068936,-0.13919982935953365
-0.11413972315808339,0.0028652753457851393
0.13097962863788457,-0.18899401537609667
-0.009097180241901941,-0.2104396804302602
0.31406850088876453,-0.07285864482106257
-0.43424823858225514,-0.04931570776122299
-0.6390099304880518,-0.0825532677962393
0.22687547455672225,-0.11556693241807876
0.17611936032748152,0.028192460883997468
-0.07721434740169088,0.042542091225757486
0.27493353549736577,-0.17498272187877398
0.12197625043324968,-0.2181722466670145
-0.470216815927817,-0.12022233880783886
-0.2532454760192727,0.2027691335938103
0.3484214772474669,-0.07727693819390112
0.3053765324731613,-0.058940429724362066
0.14007640269582233,0.15264887165876506
0.42948757135095167,0.1609917278664474
-0.3896076665671542,0.08076898896013188
-0.4628572746210442,-0.1769018985853506
-0.0689376226399564,-0.38966694235991955
0.1731294669207011,-0.035495126146316856
